,classe,annee,Code.région,faits
666,Violences sexuelles,21,1,619
667,Violences sexuelles,21,2,738
668,Violences sexuelles,21,3,683
669,Violences sexuelles,21,4,1597
670,Violences sexuelles,21,6,435
671,Violences sexuelles,21,11,16995
672,Violences sexuelles,21,24,4042
673,Violences sexuelles,21,27,3815
674,Violences sexuelles,21,28,5262
675,Violences sexuelles,21,32,10118
676,Violences sexuelles,21,44,7655
677,Violences sexuelles,21,52,5906
678,Violences sexuelles,21,53,4597
679,Violences sexuelles,21,75,8945
680,Violences sexuelles,21,76,8230
681,Violences sexuelles,21,84,10059
682,Violences sexuelles,21,93,6331
683,Violences sexuelles,21,94,353
684,Violences sexuelles,22,1,660
685,Violences sexuelles,22,2,697
686,Violences sexuelles,22,3,682
687,Violences sexuelles,22,4,1734
688,Violences sexuelles,22,6,432
689,Violences sexuelles,22,11,19222
690,Violences sexuelles,22,24,4420
691,Violences sexuelles,22,27,4191
692,Violences sexuelles,22,28,5760
693,Violences sexuelles,22,32,10653
694,Violences sexuelles,22,44,8783
695,Violences sexuelles,22,52,6294
696,Violences sexuelles,22,53,5124
697,Violences sexuelles,22,75,9730
698,Violences sexuelles,22,76,9187
699,Violences sexuelles,22,84,11190
700,Violences sexuelles,22,93,6976
701,Violences sexuelles,22,94,378
702,Violences sexuelles,23,1,689
703,Violences sexuelles,23,2,707
704,Violences sexuelles,23,3,714
705,Violences sexuelles,23,4,2042
706,Violences sexuelles,23,6,465
707,Violences sexuelles,23,11,19754
708,Violences sexuelles,23,24,4655
709,Violences sexuelles,23,27,4685
710,Violences sexuelles,23,28,6307
711,Violences sexuelles,23,32,11959
712,Violences sexuelles,23,44,8877
713,Violences sexuelles,23,52,6879
714,Violences sexuelles,23,53,5429
715,Violences sexuelles,23,75,10956
716,Violences sexuelles,23,76,9802
717,Violences sexuelles,23,84,12194
718,Violences sexuelles,23,93,7584
719,Violences sexuelles,23,94,374
1872,Escroqueries,16,1,1061
1873,Escroqueries,16,2,778
1874,Escroqueries,16,3,505
1875,Escroqueries,16,4,1402
1876,Escroqueries,16,6,179
1877,Escroqueries,16,11,70216
1878,Escroqueries,16,24,9258
1879,Escroqueries,16,27,9742
1880,Escroqueries,16,28,9953
1881,Escroqueries,16,32,17464
1882,Escroqueries,16,44,16616
1883,Escroqueries,16,52,11881
1884,Escroqueries,16,53,11245
1885,Escroqueries,16,75,18917
1886,Escroqueries,16,76,21064
1887,Escroqueries,16,84,27436
1888,Escroqueries,16,93,20070
1889,Escroqueries,16,94,880
1890,Escroqueries,17,1,1092
1891,Escroqueries,17,2,723
1892,Escroqueries,17,3,558
1893,Escroqueries,17,4,1539
1894,Escroqueries,17,6,209
1895,Escroqueries,17,11,70321
1896,Escroqueries,17,24,8950
1897,Escroqueries,17,27,9765
1898,Escroqueries,17,28,10142
1899,Escroqueries,17,32,18707
1900,Escroqueries,17,44,16388
1901,Escroqueries,17,52,12976
1902,Escroqueries,17,53,10951
1903,Escroqueries,17,75,19748
1904,Escroqueries,17,76,21539
1905,Escroqueries,17,84,29429
1906,Escroqueries,17,93,20413
1907,Escroqueries,17,94,928
1908,Escroqueries,18,1,1181
1909,Escroqueries,18,2,728
1910,Escroqueries,18,3,537
1911,Escroqueries,18,4,1330
1912,Escroqueries,18,6,174
1913,Escroqueries,18,11,69147
1914,Escroqueries,18,24,9379
1915,Escroqueries,18,27,9622
1916,Escroqueries,18,28,10264
1917,Escroqueries,18,32,19368
1918,Escroqueries,18,44,16844
1919,Escroqueries,18,52,13006
1920,Escroqueries,18,53,11268
1921,Escroqueries,18,75,20918
1922,Escroqueries,18,76,22569
1923,Escroqueries,18,84,29383
1924,Escroqueries,18,93,20607
1925,Escroqueries,18,94,982
1926,Escroqueries,19,1,1384
1927,Escroqueries,19,2,798
1928,Escroqueries,19,3,597
1929,Escroqueries,19,4,1772
1930,Escroqueries,19,6,186
1931,Escroqueries,19,11,77772
1932,Escroqueries,19,24,10419
1933,Escroqueries,19,27,10288
1934,Escroqueries,19,28,11737
1935,Escroqueries,19,32,21926
1936,Escroqueries,19,44,19346
1937,Escroqueries,19,52,14877
1938,Escroqueries,19,53,12022
1939,Escroqueries,19,75,22841
1940,Escroqueries,19,76,25840
1941,Escroqueries,19,84,33848
1942,Escroqueries,19,93,24670
1943,Escroqueries,19,94,1114
1944,Escroqueries,20,1,1329
1945,Escroqueries,20,2,1137
1946,Escroqueries,20,3,702
1947,Escroqueries,20,4,1521
1948,Escroqueries,20,6,249
1949,Escroqueries,20,11,73480
1950,Escroqueries,20,24,11326
1951,Escroqueries,20,27,11608
1952,Escroqueries,20,28,13176
1953,Escroqueries,20,32,22327
1954,Escroqueries,20,44,21284
1955,Escroqueries,20,52,15875
1956,Escroqueries,20,53,12683
1957,Escroqueries,20,75,25348
1958,Escroqueries,20,76,27709
1959,Escroqueries,20,84,38189
1960,Escroqueries,20,93,26602
1961,Escroqueries,20,94,1229
1962,Escroqueries,21,1,1771
1963,Escroqueries,21,2,1266
1964,Escroqueries,21,3,876
1965,Escroqueries,21,4,2023
1966,Escroqueries,21,6,333
1967,Escroqueries,21,11,86972
1968,Escroqueries,21,24,13144
1969,Escroqueries,21,27,13205
1970,Escroqueries,21,28,14277
1971,Escroqueries,21,32,25236
1972,Escroqueries,21,44,24919
1973,Escroqueries,21,52,18730
1974,Escroqueries,21,53,14765
1975,Escroqueries,21,75,29423
1976,Escroqueries,21,76,32579
1977,Escroqueries,21,84,45035
1978,Escroqueries,21,93,31253
1979,Escroqueries,21,94,1439
1980,Escroqueries,22,1,1450
1981,Escroqueries,22,2,1442
1982,Escroqueries,22,3,665
1983,Escroqueries,22,4,1812
1984,Escroqueries,22,6,504
1985,Escroqueries,22,11,92680
1986,Escroqueries,22,24,14038
1987,Escroqueries,22,27,13961
1988,Escroqueries,22,28,16301
1989,Escroqueries,22,32,28453
1990,Escroqueries,22,44,26149
1991,Escroqueries,22,52,19961
1992,Escroqueries,22,53,17077
1993,Escroqueries,22,75,33295
1994,Escroqueries,22,76,35819
1995,Escroqueries,22,84,46951
1996,Escroqueries,22,93,34036
1997,Escroqueries,22,94,1590
1998,Escroqueries,23,1,1568
1999,Escroqueries,23,2,1220
2000,Escroqueries,23,3,677
2001,Escroqueries,23,4,2274
2002,Escroqueries,23,6,455
2003,Escroqueries,23,11,95892
2004,Escroqueries,23,24,15072
2005,Escroqueries,23,27,14991
2006,Escroqueries,23,28,17448
2007,Escroqueries,23,32,31166
2008,Escroqueries,23,44,27791
2009,Escroqueries,23,52,20516
2010,Escroqueries,23,53,19405
2011,Escroqueries,23,75,35737
2012,Escroqueries,23,76,37733
2013,Escroqueries,23,84,48966
2014,Escroqueries,23,93,35240
2015,Escroqueries,23,94,1634
